ASIN,Group_int,TF_IDF 
B0000033S1,1,"  (0, 761)	0.5793133871011826
  (0, 850)	0.5060148696035528
  (0, 85)	0.4395670812531934
  (0, 471)	0.4638164856319826"
B000067D0Y,2,"  (0, 625)	1.0"
019528478X,0,"  (0, 832)	0.38184073620307973
  (0, 563)	0.3605287582482874
  (0, 661)	0.36202643581679267
  (0, 743)	0.40570199813290103
  (0, 252)	0.24937856242385922
  (0, 543)	0.5217965978887522
  (0, 87)	0.3067540678910916"
0130460192,0,"  (0, 618)	0.41204697055532796
  (0, 699)	0.3918898969169723
  (0, 696)	0.32745804880175333
  (0, 542)	0.3953618223670168
  (0, 629)	0.3798856278205411
  (0, 167)	0.3798856278205411
  (0, 252)	0.23888376972724232
  (0, 876)	0.2596309352751516"
0881925330,0,"  (0, 555)	0.6071991240696737
  (0, 324)	0.521177144671913
  (0, 806)	0.5997362817110976"
B0000027K0,1,"  (0, 743)	0.7020925999421963
  (0, 841)	0.4788831341936137
  (0, 803)	0.5270075188185731"
0670894435,0,"  (0, 577)	0.675991329215719
  (0, 461)	0.7369095757453322"
080914011X,0,"  (0, 230)	0.43628874362154696
  (0, 738)	0.7058642261270065
  (0, 169)	0.37638699716813895
  (0, 359)	0.23060736070033153
  (0, 728)	0.34141016390381956"
6304602871,2,
038797329X,0,"  (0, 494)	0.44233872189583
  (0, 793)	0.46736377699563975
  (0, 149)	0.42458316273582275
  (0, 796)	0.3711960571589802
  (0, 519)	0.35344049799897287
  (0, 398)	0.3780608344024074"
0812515595,0,"  (0, 545)	0.5228130589512735
  (0, 40)	0.5195984781817484
  (0, 578)	0.48488942808418345
  (0, 100)	0.3319103790399028
  (0, 703)	0.3337688866251688"
1572330686,0,"  (0, 116)	0.5967962558695428
  (0, 835)	0.582764954489295
  (0, 208)	0.5515607281153954"
1855328488,0,"  (0, 499)	0.5541671935191995
  (0, 503)	0.49047036307321756
  (0, 57)	0.580886140727983
  (0, 703)	0.33898205864622094"
0759622795,0,"  (0, 77)	1.0"
0312316259,0,"  (0, 98)	0.39966153536129123
  (0, 119)	0.4787760821629684
  (0, 872)	0.4414063579033549
  (0, 64)	0.47333715623258604
  (0, 623)	0.438356571792277"
B000003QL7,1,
0877287643,0,"  (0, 780)	0.36348242238044676
  (0, 62)	0.38565623657333026
  (0, 476)	0.7983219771628604
  (0, 352)	0.2860626095653182"
0760307652,0,"  (0, 392)	0.7003336011897923
  (0, 406)	0.3717907212514392
  (0, 148)	0.3140132750453269
  (0, 397)	0.31735001579434435
  (0, 359)	0.41471573059929734"
0920303331,0,"  (0, 420)	0.830618485831728
  (0, 703)	0.5568419263979748"
156592942X,0,
1893163288,0,"  (0, 181)	0.7143402804488828
  (0, 828)	0.6997985165232999"
6305337373,2,"  (0, 7)	1.0"
0792839749,2,"  (0, 252)	1.0"
0486275507,0,"  (0, 669)	0.48422286209987014
  (0, 253)	0.43373847123320053
  (0, 802)	0.4543711123087578
  (0, 236)	0.42383343316730415
  (0, 602)	0.43739143981222894"
1573928895,0,"  (0, 228)	1.0"
3791325892,0,"  (0, 575)	0.7311480322921304
  (0, 731)	0.6822188467605875"
006250407X,0,"  (0, 829)	0.5885623524860988
  (0, 394)	0.6269728926872958
  (0, 606)	0.5103913685313987"
B00005Y1T6,1,
1555973035,0,"  (0, 602)	1.0"
0394804244,0,"  (0, 78)	0.6633483928778394
  (0, 592)	0.6206971357742448
  (0, 876)	0.4179760463328449"
0140367586,0,"  (0, 150)	1.0"
0071406557,0,"  (0, 864)	0.3601936819566574
  (0, 264)	0.32350571690883684
  (0, 542)	0.6912164907391204
  (0, 580)	0.32978520332603734
  (0, 362)	0.26515611414883455
  (0, 376)	0.32978520332603734"
1576737160,0,"  (0, 345)	1.0"
0393032965,0,"  (0, 484)	1.0"
1572599294,0,"  (0, 690)	0.5592370511290313
  (0, 721)	0.46317545291383017
  (0, 505)	0.4910202679605801
  (0, 657)	0.48127073141267757"
0684851873,0,"  (0, 606)	0.7872049317060074
  (0, 543)	0.6166914913453407"
1930288034,0,"  (0, 348)	0.5722980264979179
  (0, 18)	0.5913177601441457
  (0, 872)	0.5681709913438902"
0394710118,0,"  (0, 40)	0.8837665802288862
  (0, 279)	0.46792801975361525"
006063796X,0,"  (0, 791)	0.4911243331968295
  (0, 194)	0.2763847378242597
  (0, 522)	0.2942407903446384
  (0, 838)	0.2911305700168865
  (0, 168)	0.2911305700168865
  (0, 398)	0.23801784431820788
  (0, 179)	0.2763847378242597
  (0, 543)	0.5415493405261994"
1587153572,0,"  (0, 238)	0.5675500706658468
  (0, 443)	0.5874516801922891
  (0, 94)	0.5768773186098141"
B000002BSF,1,
B000034CZE,1,"  (0, 96)	1.0"
053438367X,0,"  (0, 672)	0.4357567339609299
  (0, 507)	0.4240520853535138
  (0, 479)	0.3901499538692623
  (0, 203)	0.4165410789929487
  (0, 41)	0.38716091396238655
  (0, 124)	0.3932923434571943"
0312964781,0,"  (0, 616)	0.8625837143658442
  (0, 100)	0.5059143561027137"
0672323079,0,"  (0, 384)	0.47270837510322383
  (0, 624)	0.4076954296254935
  (0, 781)	0.45096526705849715
  (0, 12)	0.4547497699808279
  (0, 83)	0.4473971427926161"
081743710X,0,"  (0, 586)	0.7476995114405983
  (0, 411)	0.664037228317427"
0387902449,0,"  (0, 330)	0.5967962558695429
  (0, 494)	0.5515607281153955
  (0, 793)	0.5827649544892951"
0671736450,0,"  (0, 262)	0.6549895944685933
  (0, 850)	0.5298354831893637
  (0, 560)	0.5387606072193487"
0140244824,0,"  (0, 153)	0.48388362479442787
  (0, 727)	0.40628845424228643
  (0, 557)	0.5058313133300482
  (0, 565)	0.37101228473407716
  (0, 100)	0.2866379763095479
  (0, 803)	0.3537083080358511"
0375802207,0,"  (0, 645)	0.44204120840286804
  (0, 750)	0.8969947436154418"
0517220709,0,"  (0, 141)	1.0"
B000003FV9,1,
0963192302,0,"  (0, 477)	0.7154771485431695
  (0, 100)	0.45703423227557444
  (0, 170)	0.5284052994064421"
0964399903,0,"  (0, 58)	0.6212397897675038
  (0, 539)	0.7836205227082989"
B00005NDUQ,1,"  (0, 714)	0.7087592087370604
  (0, 798)	0.7054504830464119"
0201775808,0,"  (0, 55)	0.6736326285696494
  (0, 51)	0.7390663581346026"
0465016901,0,"  (0, 701)	0.48284548421105133
  (0, 819)	0.5078690532674071
  (0, 133)	0.45418702563417457
  (0, 693)	0.5501303562391777"
0874779189,0,"  (0, 368)	1.0"
0764315986,0,"  (0, 290)	0.8221396052658364
  (0, 58)	0.5692859294355822"
0810942372,0,"  (0, 336)	0.6715603475233984
  (0, 95)	0.6098552293894046
  (0, 100)	0.4208126647579051"
B00005RDAH,2,"  (0, 833)	0.6906005628092113
  (0, 157)	0.5225466222859336
  (0, 471)	0.5000158899326723"
0931993474,0,"  (0, 427)	0.4605346533069973
  (0, 687)	0.4639498745342595
  (0, 265)	0.43655145161301434
  (0, 703)	0.3244129495333477
  (0, 83)	0.5261534142174622"
1864501847,0,"  (0, 850)	0.27587378034400173
  (0, 594)	0.6455556582306461
  (0, 225)	0.2767656329924482
  (0, 464)	0.656164867879557"
B000002KLP,1,"  (0, 512)	1.0"
B000002KLO,1,
B000002KLG,1,"  (0, 544)	1.0"
B000002KLB,1,"  (0, 803)	1.0"
0793827531,0,"  (0, 233)	0.7372960655064699
  (0, 359)	0.44695744726647424
  (0, 543)	0.5065802524000678"
0671023373,0,"  (0, 693)	0.5998743050175062
  (0, 481)	0.5094069221499119
  (0, 495)	0.6169727756113048"
0672324563,0,"  (0, 14)	0.8152242434594742
  (0, 252)	0.5791454332686462"
156023850X,0,"  (0, 388)	0.40144353597596355
  (0, 455)	0.3968831125572748
  (0, 325)	0.7636103511188451
  (0, 764)	0.31341045619780933"
B00006JYVA,1,
B000002MMG,1,
1578062977,0,"  (0, 181)	0.863693590560361
  (0, 703)	0.5040172433805727"
0415107733,0,"  (0, 689)	0.528299225804479
  (0, 519)	0.5155970875352998
  (0, 495)	0.6745810339310648"
0842328572,0,"  (0, 411)	0.4760570309100524
  (0, 165)	0.4813029922728051
  (0, 87)	0.3866576736572057
  (0, 51)	0.5251235917973996
  (0, 449)	0.341259710030565"
0140115765,0,
0310923077,0,"  (0, 581)	0.6320931586618977
  (0, 765)	0.5853217885960355
  (0, 87)	0.507795867024893"
0793805090,0,"  (0, 100)	0.5255884609063859
  (0, 553)	0.8507389551219907"
0312156081,0,"  (0, 207)	0.42364080120612535
  (0, 544)	0.9058302664149792"
061800212X,0,"  (0, 545)	0.34392963932109955
  (0, 154)	0.3805793137229627
  (0, 299)	0.7068455103480183
  (0, 38)	0.2755907533274332
  (0, 360)	0.34613834994898496
  (0, 359)	0.20366441279339484"
B0000070MG,1,
0195125649,0,"  (0, 453)	0.5769194059122031
  (0, 495)	0.6461105217373234
  (0, 531)	0.4997051058196568"
0316353000,0,"  (0, 662)	0.607695212376622
  (0, 188)	0.5926194082147537
  (0, 538)	0.528685885816642"
B000002X1Y,1,"  (0, 379)	0.7185769503514178
  (0, 353)	0.6954474577016269"
B000002X1I,1,"  (0, 379)	0.5791459956797321
  (0, 353)	0.5605044945243176
  (0, 881)	0.5919667451015901"
B00005YU95,1,"  (0, 9)	1.0"
026251060X,0,"  (0, 58)	0.5280588668528915
  (0, 112)	0.6562827262252762
  (0, 101)	0.5389311796476052"
1585007412,0,"  (0, 755)	0.5017359001205222
  (0, 423)	0.5772927455021415
  (0, 213)	0.6442004133193715"
B000009NFY,1,"  (0, 459)	1.0"
B00000JMCL,1,
0762102276,0,"  (0, 643)	1.0"
0684871483,0,"  (0, 701)	0.7026946155187512
  (0, 322)	0.7114915862615344"
0895550660,0,"  (0, 122)	0.759422838687501
  (0, 765)	0.6505973809352585"
015202509X,0,"  (0, 533)	1.0"
080393324X,0,"  (0, 721)	0.4550720209118124
  (0, 505)	0.4824296802513231
  (0, 41)	0.4533433667677205
  (0, 657)	0.4728507155806004
  (0, 378)	0.36202631393100043"
0679720200,0,"  (0, 836)	0.7110533795733551
  (0, 397)	0.7031380315395478"
0393308650,0,"  (0, 756)	0.4805439605598857
  (0, 310)	0.4476620279803155
  (0, 1)	0.43168489262773707
  (0, 519)	0.3548638185860186
  (0, 252)	0.27517072507222423
  (0, 378)	0.312731704132737
  (0, 543)	0.2878818988803556"
0312961316,0,"  (0, 835)	1.0"
B00005ICEE,2,"  (0, 681)	0.7580370583498278
  (0, 707)	0.6522114827019989"
0133600904,0,"  (0, 151)	0.7733784031072881
  (0, 437)	0.633944670777522"
6305350221,2,"  (0, 845)	1.0"
068483183X,0,
0819830992,0,"  (0, 381)	0.5924790975807326
  (0, 578)	0.5022912313457105
  (0, 867)	0.5043778063909259
  (0, 449)	0.3771936720882368"
0262611058,0,
0743442776,0,"  (0, 382)	1.0"
B000053GTF,2,"  (0, 833)	0.6316471174167511
  (0, 850)	0.4989401976061841
  (0, 726)	0.5933637992596206"
0877286361,0,"  (0, 62)	1.0"
158180332X,0,"  (0, 662)	0.7747918223934991
  (0, 215)	0.6322164439115457"
0813009456,0,"  (0, 149)	1.0"
B000063DGG,1,"  (0, 454)	0.6227246835028203
  (0, 647)	0.5094186784122763
  (0, 460)	0.47492365484927146
  (0, 252)	0.3565867365811748"
0071381392,0,"  (0, 372)	0.5259493876780537
  (0, 68)	0.47535281992543815
  (0, 544)	0.4736171228173835
  (0, 851)	0.522593301874601"
0307119378,0,"  (0, 417)	0.6716055493545725
  (0, 100)	0.443392219967521
  (0, 459)	0.5935901998419587"
B00005JKHX,2,
1555520529,0,"  (0, 785)	0.6293912428861576
  (0, 574)	0.7770885814231335"
0880797150,0,"  (0, 780)	0.5961210465681298
  (0, 119)	0.6465890082019781
  (0, 362)	0.47598566397623787"
0821576097,0,"  (0, 447)	1.0"
0871569442,0,"  (0, 114)	0.4004690430533513
  (0, 761)	0.783711033247918
  (0, 43)	0.3602068570255351
  (0, 845)	0.3093098480055228"
1560447451,0,"  (0, 526)	1.0"
1578200326,0,"  (0, 482)	1.0"
1558606556,0,"  (0, 696)	0.5699468295744591
  (0, 608)	0.5754027362666049
  (0, 252)	0.41578164803414014
  (0, 703)	0.4137607082758594"
B000025ZP8,1,"  (0, 569)	0.7102183459171401
  (0, 174)	0.703981463621537"
0140444173,0,"  (0, 576)	0.5753817626461676
  (0, 577)	0.5111377257891201
  (0, 150)	0.4519281750575987
  (0, 845)	0.4510376670284024"
0698115678,0,"  (0, 442)	1.0"
0812550307,0,"  (0, 100)	0.43557134645335277
  (0, 371)	0.7220675239471005
  (0, 803)	0.537490551553901"
B00005NNDO,1,"  (0, 589)	0.5064289822901896
  (0, 10)	0.5929377040395342
  (0, 252)	0.3395300145966261
  (0, 49)	0.5259980363203491"
B000005P4J,1,
B000005P49,1,
0971482209,0,"  (0, 333)	0.6578374785740004
  (0, 251)	0.753159911163228"
0393323749,0,"  (0, 246)	0.5273350133238187
  (0, 164)	0.5512535425595938
  (0, 605)	0.4861179257881147
  (0, 382)	0.4262941211953632"
0787909297,0,"  (0, 281)	0.3242056983156855
  (0, 27)	0.3282399648626067
  (0, 763)	0.3205227015139641
  (0, 158)	0.31399784832316097
  (0, 433)	0.3010717267340791
  (0, 74)	0.3083457634007016
  (0, 413)	0.3205227015139641
  (0, 477)	0.2911833330607019
  (0, 844)	0.3010717267340791
  (0, 254)	0.2948663298624233
  (0, 703)	0.18704430624887466"
0072342218,0,"  (0, 403)	0.48628950056640713
  (0, 762)	0.48628950056640713
  (0, 124)	0.4285468084229555
  (0, 64)	0.5054936468735233
  (0, 252)	0.296426802497266"
0966271807,0,
0446394688,0,"  (0, 705)	1.0"
0671889869,0,"  (0, 524)	0.4120262070500445
  (0, 211)	0.38535718745057895
  (0, 693)	0.4336284384389007
  (0, 572)	0.44157699830176195
  (0, 135)	0.33492112419540493
  (0, 803)	0.3227830927389232
  (0, 449)	0.286965660561611"
1576832201,0,"  (0, 3)	0.5525058035757132
  (0, 168)	0.6122294520915518
  (0, 851)	0.5656080224031778"
B000063V8T,2,"  (0, 327)	0.4353956787496615
  (0, 300)	0.47871779778493634
  (0, 694)	0.4225959037938684
  (0, 817)	0.4046155998460075
  (0, 744)	0.3716555972570865
  (0, 170)	0.31753882990185595"
B000063V8V,2,"  (0, 327)	0.4353956787496615
  (0, 709)	0.47871779778493634
  (0, 694)	0.4225959037938684
  (0, 817)	0.4046155998460075
  (0, 744)	0.3716555972570865
  (0, 170)	0.31753882990185595"
B000063V8R,2,"  (0, 327)	0.49591245480070845
  (0, 694)	0.48133360588458585
  (0, 817)	0.46085417279867924
  (0, 744)	0.4233129738574111
  (0, 170)	0.36167437647380746"
0262540290,0,"  (0, 839)	1.0"
038541580X,0,
076681923X,0,"  (0, 651)	1.0"
0380805294,0,
078214036X,0,"  (0, 456)	0.836466422638262
  (0, 170)	0.5480181783469857"
0683304496,0,"  (0, 276)	0.5883276171587475
  (0, 552)	0.5821088039475618
  (0, 740)	0.5612663852887052"
0486299759,0,"  (0, 324)	0.6602027964111485
  (0, 287)	0.7510873901290711"
0471303097,0,"  (0, 858)	0.4767550147389476
  (0, 41)	0.3933616333666619
  (0, 84)	0.4461011367355021
  (0, 775)	0.4208632252113948
  (0, 448)	0.3502171386460714
  (0, 150)	0.3452349324487485"
158717152X,0,"  (0, 30)	1.0"
1561893749,0,"  (0, 348)	0.30359209212667826
  (0, 72)	0.25745646738647165
  (0, 171)	0.5986406398260071
  (0, 198)	0.6273633233102739
  (0, 717)	0.29932031991300356"
0761114793,0,"  (0, 569)	0.5360122637052551
  (0, 18)	0.5360122637052551
  (0, 252)	0.3238669566205091
  (0, 359)	0.2989487161009234
  (0, 309)	0.4807510435413685"
B00004S4PJ,1,
0451527046,0,"  (0, 713)	0.6135151504245813
  (0, 401)	0.6135151504245813
  (0, 148)	0.497190426696861"
B000002LAK,1,
0811824616,0,"  (0, 344)	0.7124177242262079
  (0, 544)	0.7017556456547756"
0312977565,0,"  (0, 190)	0.46501420873108695
  (0, 819)	0.4328941900915711
  (0, 488)	0.4822823385794563
  (0, 742)	0.4822823385794563
  (0, 448)	0.36217661113305644"
076791404X,0,"  (0, 449)	1.0"
0312954115,0,"  (0, 520)	1.0"
0375758623,0,"  (0, 231)	0.5312873286134727
  (0, 569)	0.5035083170855197
  (0, 440)	0.5082351202901776
  (0, 589)	0.45377330417742334"
1568581769,0,"  (0, 632)	1.0"
B000002ZXV,1,"  (0, 598)	0.6891609364814479
  (0, 457)	0.7246083104878205"
0783233493,2,
0195112342,0,"  (0, 573)	0.7030559781433807
  (0, 400)	0.7111345101996206"
B000002LKH,1,"  (0, 44)	1.0"
0819444251,0,"  (0, 617)	0.3471400626804826
  (0, 215)	0.3242744916911413
  (0, 615)	0.8386578815828042
  (0, 841)	0.26644471955677007"
0375800425,0,"  (0, 815)	0.42004251961257094
  (0, 761)	0.8220159904089547
  (0, 870)	0.3845178711445132"
1584857196,0,"  (0, 336)	0.5112004578988182
  (0, 351)	0.5357277752448433
  (0, 532)	0.4224022426534787
  (0, 39)	0.3713633716038395
  (0, 378)	0.3678796464981306"
0827385374,0,"  (0, 198)	0.7639725152585318
  (0, 437)	0.645248786073676"
0830830227,0,"  (0, 189)	0.5677255737576421
  (0, 339)	0.48057247649561285
  (0, 764)	0.49349368668465393
  (0, 87)	0.4507790466945178"
0439162319,0,"  (0, 645)	0.39213157937481263
  (0, 349)	0.4477973965554061
  (0, 111)	0.4882059278875344
  (0, 646)	0.4547997138399356
  (0, 790)	0.4477973965554061"
0801485959,0,"  (0, 39)	0.7389045818538414
  (0, 543)	0.6738100762940546"
0849917069,0,"  (0, 502)	0.7352568520540218
  (0, 100)	0.4166458868531539
  (0, 549)	0.5346059918070121"
B000065DVN,1,"  (0, 114)	1.0"
B000065DVA,1,"  (0, 278)	0.7154958756948981
  (0, 67)	0.6986169564672697"
0961948019,0,"  (0, 90)	0.6865835140743832
  (0, 76)	0.7270509460837468"
1579547486,0,"  (0, 384)	0.7494212864019515
  (0, 812)	0.6620934492106414"
0374527938,0,"  (0, 602)	1.0"
0619016892,0,"  (0, 861)	0.5107012528584939
  (0, 507)	0.47181122156292943
  (0, 7)	0.42759421612948567
  (0, 217)	0.5056498334765898
  (0, 359)	0.2793918999788085"
157820089X,0,"  (0, 839)	0.8428514828571545
  (0, 359)	0.5381462420620401"
096560893X,0,"  (0, 534)	0.46783062131281034
  (0, 18)	0.44336952178594236
  (0, 503)	0.38572495487133995
  (0, 250)	0.4260140954727578
  (0, 359)	0.24727932226765648
  (0, 325)	0.4394760099712541"
0738700541,0,"  (0, 62)	0.5266430928823014
  (0, 2)	0.49996849573299496
  (0, 768)	0.5037689194175418
  (0, 880)	0.467862620672706"
0740718525,0,"  (0, 815)	0.33521068871583964
  (0, 534)	0.36270255251242195
  (0, 96)	0.6396918981661962
  (0, 68)	0.5889608883382283"
B000000DW7,1,
0071408827,0,"  (0, 19)	0.5649552984291214
  (0, 372)	0.5573300869429685
  (0, 100)	0.3515659291217199
  (0, 89)	0.4965985123274004"
078681554X,0,"  (0, 301)	0.7104184188090678
  (0, 104)	0.6715885137948301
  (0, 100)	0.2104151571433845"
6300208613,3,"  (0, 425)	1.0"
1558684050,0,"  (0, 569)	0.5179776611422149
  (0, 196)	0.8553941445659076"
0471349801,0,"  (0, 628)	0.45683622320035305
  (0, 133)	0.4187797312924604
  (0, 362)	0.3926130701293971
  (0, 427)	0.43680457644503584
  (0, 842)	0.4187797312924604
  (0, 252)	0.3091997374667525"
0865734348,0,"  (0, 597)	0.7337315392895589
  (0, 68)	0.6794394956519486"
0672319381,0,"  (0, 384)	0.5938527587856474
  (0, 781)	0.5665373876667926
  (0, 12)	0.5712917724406349"
0764110438,0,"  (0, 484)	0.7707132724286525
  (0, 170)	0.637182118159571"
0262730898,0,"  (0, 101)	1.0"
0130455296,0,"  (0, 621)	0.38709737676237105
  (0, 709)	0.4227904345179381
  (0, 609)	0.33704743020681993
  (0, 551)	0.4135692458397963
  (0, 173)	0.40947857307856567
  (0, 252)	0.2451122809279392
  (0, 319)	0.3987613898036641"
0071343547,0,
0687095735,0,"  (0, 795)	0.5974935208379855
  (0, 139)	0.5836560008444593
  (0, 398)	0.5498610417504413"
B000002YMP,1,
0764585843,0,"  (0, 697)	0.5753605005038485
  (0, 202)	0.6340157789529489
  (0, 369)	0.516705222054748"
1882514173,0,"  (0, 526)	0.7779025215011898
  (0, 757)	0.6283849672311481"
0915035200,0,"  (0, 278)	0.563021821340943
  (0, 447)	0.5170580483701686
  (0, 872)	0.5457754837759524
  (0, 252)	0.34320041465401074"
0521429900,0,"  (0, 215)	1.0"
1587360349,0,"  (0, 428)	0.5223186358727872
  (0, 535)	0.5511354297862637
  (0, 747)	0.5177318213086946
  (0, 38)	0.3941912503578473"
0786807598,0,"  (0, 459)	1.0"
0440208416,0,"  (0, 423)	0.5072612669965437
  (0, 867)	0.5051143877748253
  (0, 503)	0.5009894254022351
  (0, 698)	0.4863692608533795"
0130853631,0,"  (0, 673)	0.5247859103273202
  (0, 402)	0.5035355886245585
  (0, 14)	0.4282639665082264
  (0, 43)	0.44167544205126746
  (0, 252)	0.3042440438034955"
0671001167,0,"  (0, 210)	0.5746998529783648
  (0, 843)	0.6397456760701631
  (0, 481)	0.5103386610243985"
0618169318,0,"  (0, 344)	1.0"
0896930777,0,"  (0, 87)	1.0"
1568860447,0,"  (0, 385)	1.0"
B000002A7F,1,"  (0, 787)	0.7960596779282736
  (0, 339)	0.6052181335491638"
0684824140,0,"  (0, 770)	0.6140504866580379
  (0, 201)	0.5702838322089155
  (0, 479)	0.5456357306446676"
0140196080,0,"  (0, 215)	1.0"
1567510604,0,"  (0, 629)	0.7426134499492808
  (0, 344)	0.6697202878474169"
0440201845,0,"  (0, 434)	0.6062021682985874
  (0, 429)	0.5765471468585384
  (0, 298)	0.5478250802942212"
1585421928,0,"  (0, 512)	0.436022945739505
  (0, 708)	0.46606134653281833
  (0, 850)	0.4070922176909225
  (0, 491)	0.48842289643461595
  (0, 830)	0.4340389528493587"
0812590236,0,"  (0, 550)	0.5318372392090003
  (0, 399)	0.5698138816167417
  (0, 565)	0.4449068333820249
  (0, 549)	0.4410433095710555"
0735605580,0,"  (0, 507)	0.5337720775765145
  (0, 72)	0.4651511577912611
  (0, 624)	0.503630615179947
  (0, 839)	0.49505350524823966"
0886778182,0,"  (0, 852)	0.6920936145662174
  (0, 283)	0.7218077504963963"
1581210353,0,"  (0, 447)	0.615097153281764
  (0, 198)	0.6757099349291201
  (0, 703)	0.40629001447581076"
